team_name,match_id,player.name,starting_position,most_time_position
Russia,7540,Ilya Kutepov,Right Center Back,Right Center Back
Russia,7540,Mário Figueira Fernandes,Right Back,Right Back
Russia,7540,Roman Zobnin,Left Defensive Midfield,Left Defensive Midfield
Russia,7540,Sergei Ignashevich,Left Center Back,Left Center Back
Russia,7540,Yuri Zhirkov,Left Back,Left Back
Russia,7540,Yury Gazinskiy,Right Defensive Midfield,Right Defensive Midfield
Russia,7558,Aleksandr Samedov,Right Wing,Right Wing
Russia,7558,Aleksey Miranchuk,Center Attacking Midfield,Center Attacking Midfield
Russia,7558,Artem Dzyuba,Center Forward,Center Forward
Russia,7558,Daler Kuzyaev,Right Defensive Midfield,Right Defensive Midfield
Russia,7558,Denis Cheryshev,Left Wing,Left Wing
Russia,7558,Fedor Kudryashov,Left Back,Left Back
Russia,7558,Fyodor Smolov,Left Wing,Left Wing
Russia,7558,Igor Akinfeev,Goalkeeper,Goalkeeper
Russia,7558,Igor Smolnikov,Right Back,Right Back
Russia,7558,Ilya Kutepov,Right Center Back,Right Center Back
Russia,7558,Mário Figueira Fernandes,Left Wing,Right Back
Russia,7558,Roman Zobnin,Right Defensive Midfield,Left Defensive Midfield
